observation_date,ICSA,CPIMEDICARE,USWTRADE,BBKMLEIX,COMLOAN,UMCSENT,MANEMP,fedfunds,PSTAX,USCONS,USGOOD,USINFO,CPIAPP,CSUSHPISA,SECURITYBANK,SRVPRD,INDPRO,TB6MS,UNEMPLOY,USTPU,recession
1987-01-01,345600.0,126.7,4917.8,-1.3519770660216168,21.7,90.4,17465,6.43,450.732,5007,23232,2472,108.0,63.964,4.5,77446,55.9911,5.44,7892,20964,0
1987-02-01,348750.0,127.2,4929.0,-1.1084015474286708,-4.5,90.2,17499,6.1,450.732,5038,23296,2477,108.6,64.422,3.7,77623,56.7373,5.59,7865,21018,0
1987-03-01,333250.0,127.8,4933.4,-1.1291883666182223,2.2,90.8,17507,6.13,450.732,5039,23307,2484,109.2,64.735,5.5,77857,56.8136,5.6,7862,21081,0
1987-04-01,336250.0,128.6,4945.0,-1.1254607356581428,2.2,92.8,17525,6.37,511.671,5053,23342,2492,109.8,65.131,6.9,78157,57.185,5.9,7542,21159,0
1987-05-01,331000.0,129.2,4948.6,-1.0569530963844092,3.9,91.1,17542,6.85,511.671,5080,23390,2496,110.3,65.562,9.2,78338,57.5424,6.05,7574,21188,0
1987-06-01,322250.0,130.0,4953.2,-1.1752434931517903,5.6,91.5,17537,6.73,511.671,5086,23390,2501,110.3,66.07,1.8,78510,57.8502,5.99,7398,21244,0
1987-07-01,319250.0,130.6,4962.4,-1.049980607934022,-2.9,93.7,17593,6.58,488.976,5092,23455,2508,110.3,66.507,8.6,78792,58.2421,5.76,7268,21298,0
1987-08-01,325600.0,131.2,4975.7,-0.8634108512575752,0.8,94.4,17630,6.73,488.976,5102,23506,2516,111.0,66.937,8.3,78914,58.6784,6.15,7261,21336,0
1987-09-01,309750.0,131.9,4987.0,-1.073389971214454,14.9,93.6,17691,7.22,488.976,5096,23566,2526,111.6,67.331,5.5,79081,58.9088,6.64,7102,21399,0
1987-10-01,300000.0,132.4,5001.2,-0.9044154592849404,4.0,89.3,17729,7.29,506.969,5142,23655,2533,112.3,67.73899999999999,-1.8,79483,59.7008,6.69,7227,21489,0
1987-11-01,306750.0,133.0,5011.8,-0.7606200811668669,-0.8,83.1,17775,6.69,506.969,5152,23711,2538,113.0,68.107,7.0,79661,59.9956,6.19,7035,21531,0
1987-12-01,318750.0,133.5,5027.0,-0.6732431508241042,5.0,86.8,17809,6.77,506.969,5180,23772,2543,112.7,68.507,7.6,79889,60.3246,6.36,6936,21557,0
1988-01-01,335600.0,134.4,5020.6,-0.4854057583186042,4.0,90.8,17790,6.83,502.07,5094,23668,2549,113.2,68.858,8.9,80085,60.309,6.25,6953,21564,0
1988-02-01,318750.0,135.2,5044.1,-0.3550490706661587,2.1,91.6,17823,6.58,502.07,5162,23769,2555,112.1,69.262,5.2,80445,60.6122,5.93,6929,21693,0
1988-03-01,305500.0,135.8,5061.6,-0.4396144169617038,6.4,94.6,17844,6.58,502.07,5201,23824,2563,113.4,69.638,7.8,80665,60.7452,5.91,6876,21750,0
1988-04-01,312200.0,136.7,5078.4,-0.4824990459134118,13.2,91.2,17874,6.87,497.805,5227,23880,2568,115.1,69.975,13.3,80852,61.108,6.21,6601,21805,0
1988-05-01,313750.0,137.6,5094.5,-0.449931141861537,12.7,94.8,17892,7.09,497.805,5228,23896,2575,115.1,70.42399999999999,7.7,81066,60.9843,6.56,6779,21872,0
1988-06-01,308250.0,138.3,5115.4,-0.4972565538507255,10.0,94.7,17916,7.51,497.805,5261,23951,2583,115.5,70.887,12.3,81375,61.1615,6.71,6546,21954,0
1988-07-01,321600.0,139.1,5128.4,-0.431187414829854,9.9,93.4,17926,7.75,506.668,5270,23966,2585,115.9,71.35300000000001,-3.7,81584,61.171,6.99,6605,22019,0
1988-08-01,314750.0,139.8,5140.1,-0.345026803601668,0.7,97.4,17891,8.01,506.668,5268,23926,2592,114.5,71.79899999999999,-2.4,81748,61.4771,7.39,6843,22066,0
1988-09-01,304500.0,140.5,5153.1,-0.3683501772907546,1.5,97.3,17914,8.19,506.668,5270,23942,2601,116.3,72.24,-1.3,82071,61.2785,7.43,6604,22099,0
1988-10-01,291400.0,141.4,5166.1,-0.0888067466103543,7.2,94.1,17966,8.3,517.213,5262,23987,2609,117.5,72.635,5.4,82289,61.5488,7.5,6568,22118,0
1988-11-01,290500.0,142.0,5177.1,-0.220543280024973,4.0,93.0,18003,8.35,517.213,5273,24030,2616,117.7,73.071,4.3,82587,61.7049,7.86,6537,22152,0
1988-12-01,293200.0,142.7,5195.3,-0.2299956387830225,6.1,91.9,18025,8.76,517.213,5277,24054,2626,118.2,73.464,0.6,82844,61.9851,8.22,6518,22208,0
1989-01-01,289750.0,143.8,5219.0,-0.2495266983272179,3.6,97.9,18057,9.12,552.879,5289,24097,2620,118.4,73.945,-5.2,83064,62.1677,8.36,6682,22250,0
1989-02-01,303750.0,144.9,5239.3,-0.3532109920985159,20.5,95.4,18055,9.36,552.879,5278,24080,2627,117.1,74.381,-1.7,83347,61.8916,8.55,6359,22343,0
1989-03-01,322000.0,145.8,5260.1,-0.3679190692072807,-1.2,94.3,18060,9.85,552.879,5260,24069,2629,118.1,74.778,6.5,83552,62.0508,8.85,6205,22422,0
1989-04-01,311800.0,146.6,5252.5,-0.2064590114637833,5.6,91.5,18055,9.84,566.694,5295,24100,2637,118.6,75.085,1.8,83691,62.0289,8.65,6468,22440,0
1989-05-01,324500.0,147.5,5251.9,0.0308491929698049,10.1,90.7,18040,9.81,566.694,5299,24089,2643,118.9,75.305,5.1,83824,61.6871,8.41,6375,22485,0
1989-06-01,333000.0,148.6,5246.8,0.4787594186142248,-0.3,90.6,18013,9.53,566.694,5298,24052,2646,118.7,75.47800000000001,1.8,83975,61.6857,7.93,6577,22511,0
1989-07-01,341600.0,149.6,5246.4,0.6428128812428608,12.6,92.0,17980,9.24,571.581,5317,24027,2639,118.3,75.655,-1.6,84042,61.0896,7.61,6495,22528,0
1989-08-01,334500.0,150.6,5254.0,0.4814889651905647,7.5,89.6,17964,8.99,571.581,5330,24048,2498,117.1,75.833,-0.2,84072,61.6847,7.74,6511,22579,0
1989-09-01,336000.0,151.8,5240.6,0.3043428349987575,3.7,95.8,17922,9.02,571.581,5323,24000,2610,118.7,76.053,-2.9,84369,61.4794,7.74,6590,22555,0
1989-10-01,363250.0,152.8,5239.2,-0.0505004284517205,4.2,93.9,17895,8.84,579.785,5347,23997,2616,119.6,76.28,23.9,84479,61.4014,7.62,6630,22535,0
1989-11-01,336750.0,154.1,5241.0,-0.341737714805999,0.3,90.9,17886,8.55,579.785,5364,24009,2620,120.0,76.518,12.8,84743,61.6081,7.49,6725,22551,0
1989-12-01,355200.0,154.9,5239.1,-0.467084226512801,-3.9,90.5,17881,8.45,579.785,5309,23949,2682,119.8,76.704,5.3,84887,61.9588,7.42,6667,22503,0
1990-01-01,361000.0,156.0,5249.7,-0.7014772540773616,-2.9,93.0,17797,8.23,582.523,5422,23981,2671,119.9,76.89699999999999,22.2,85215,61.6352,7.55,6752,22692,0
1990-02-01,358250.0,157.1,5239.8,-1.2033652528854688,1.4,89.5,17893,8.24,582.523,5416,24069,2676,122.0,77.053,17.8,85367,62.1951,7.7,6651,22672,0
1990-03-01,345200.0,158.3,5233.3,-1.1689591593465631,3.2,91.3,17868,8.28,582.523,5392,24021,2680,123.8,77.20100000000001,0.2,85619,62.4916,7.85,6598,22673,0
1990-04-01,361750.0,159.6,5235.4,-1.2655153660402307,5.1,93.9,17845,8.26,594.611,5355,23966,2684,124.1,77.278,3.3,85708,62.3511,7.84,6797,22675,0
1990-05-01,355250.0,160.8,5229.6,-1.3366254101780126,-2.4,90.6,17796,8.18,594.611,5321,23887,2689,124.0,77.297,2.9,85941,62.5353,7.76,6742,22667,0
1990-06-01,362400.0,162.0,5236.4,-1.5792860218699312,2.5,88.3,17775,8.29,594.611,5303,23849,2694,124.2,77.258,15.2,86001,62.7479,7.63,6590,22660,0
1990-07-01,367000.0,163.4,5235.1,-1.8406319111970368,-2.9,88.2,17703,8.15,600.726,5274,23746,2697,124.2,77.138,7.4,86069,62.6435,7.52,6922,22644,0
1990-08-01,384250.0,164.8,5238.1,-2.1335043114596117,0.7,76.4,17650,8.13,600.726,5234,23649,2696,124.5,77.009,4.9,85957,62.8704,7.38,7188,22605,1
1990-09-01,394000.0,165.9,5228.2,-2.012183359122726,-1.7,72.8,17609,8.2,600.726,5197,23572,2693,125.4,76.85,5.0,85951,62.8839,7.32,7368,22594,1
1990-10-01,425250.0,167.3,5216.9,-1.7814964176786194,-3.6,63.9,17577,8.11,600.814,5134,23474,2694,125.4,76.699,2.5,85903,62.4973,7.16,7459,22581,1
1990-11-01,446750.0,168.7,5209.5,-1.191336601333356,2.7,66.0,17428,7.81,600.814,5095,23284,2690,125.4,76.369,0.7,85938,61.7175,7.03,7764,22559,1
1990-12-01,455000.0,169.8,5206.7,-0.8427993226600787,3.0,65.5,17395,7.31,600.814,5047,23202,2692,126.2,76.185,-2.8,85966,61.2885,6.7,7901,22553,1
1991-01-01,439750.0,171.0,5186.0,-0.4590482298497611,-10.0,66.8,17330,6.91,580.772,4972,23061,2697,126.9,75.914,7.1,85997,61.0842,6.28,8015,22483,1
1991-02-01,484000.0,172.1,5170.9,0.1974904034126769,-0.3,70.4,17213,6.25,580.772,4929,22901,2693,127.3,75.733,11.7,85834,60.6387,5.93,8265,22379,1
1991-03-01,498600.0,173.2,5161.7,0.2738519364321784,-2.2,87.7,17140,6.12,580.772,4881,22777,2689,127.0,75.568,21.3,85791,60.2973,5.92,8586,22328,1
1991-04-01,467250.0,174.3,5154.5,-0.2107361674426863,-7.3,81.8,17093,5.91,585.925,4842,22687,2689,127.5,75.568,8.0,85663,60.4524,5.71,8439,22247,0
1991-05-01,447000.0,175.2,5148.2,-0.5989893856245561,-7.4,78.3,17071,5.78,585.925,4800,22619,2684,128.0,75.764,9.7,85634,61.0587,5.61,8736,22227,0
1991-06-01,428600.0,176.4,5146.0,-0.8749622000025427,-4.7,82.1,17045,5.9,585.925,4782,22573,2680,127.9,75.997,15.2,85757,61.5514,5.75,8692,22211,0
1991-07-01,418250.0,177.4,5144.2,-1.1301085116041816,-6.8,82.9,17015,5.82,590.237,4752,22508,2677,128.7,76.081,14.5,85782,61.7201,5.7,8586,22213,0
1991-08-01,431600.0,178.8,5139.3,-1.2670848136997004,-9.6,82.0,17026,5.66,590.237,4733,22494,2671,129.9,76.108,13.9,85805,61.7289,5.39,8666,22208,0
1991-09-01,424500.0,179.9,5138.8,-1.165447087062541,3.5,83.0,17010,5.45,590.237,4728,22467,2670,130.0,76.196,24.1,85868,62.2369,5.25,8722,22185,0
1991-10-01,422750.0,180.9,5133.0,-0.9703768518387796,-0.7,78.3,16999,5.21,598.671,4698,22419,2667,130.1,76.074,26.2,85942,62.1718,5.04,8842,22163,0
1991-11-01,445400.0,181.9,5128.9,-0.6058181633522496,-5.4,69.1,16961,4.81,598.671,4640,22316,2656,131.0,76.014,25.6,85984,62.0894,4.61,8931,22145,0
1991-12-01,456750.0,183.1,5125.7,-0.2439105224479561,-1.4,68.2,16917,4.43,598.671,4647,22274,2656,130.7,76.056,17.5,86056,61.806,4.1,9198,22142,0
1992-01-01,439000.0,184.3,5114.1,-0.0404347161545036,-9.3,67.5,16839,4.03,588.897,4667,22213,2638,130.9,76.09100000000001,15.4,86152,61.4823,3.87,9283,22104,0
1992-02-01,442200.0,185.6,5111.1,-0.305373378371222,-7.5,68.8,16828,4.06,588.897,4612,22141,2640,131.0,76.16199999999999,14.2,86172,61.9192,3.93,9454,22107,0
1992-03-01,429500.0,186.8,5108.4,-0.4753669949691659,-5.0,76.0,16805,3.98,588.897,4621,22126,2642,131.3,76.281,5.8,86241,62.4403,4.18,9460,22107,0
1992-04-01,418250.0,187.9,5096.8,-0.4274376192504654,-6.1,77.2,16830,3.73,607.169,4603,22131,2639,130.7,76.35,6.9,86386,62.9199,3.87,9415,22115,0
1992-05-01,417400.0,188.7,5086.0,-0.5169768298236243,-4.7,79.2,16835,3.82,607.169,4605,22135,2638,131.6,76.402,13.5,86512,63.1268,3.75,9744,22103,0
1992-06-01,418750.0,189.6,5078.8,-0.6854653068129019,-3.1,80.4,16826,3.76,607.169,4584,22098,2638,132.1,76.335,12.1,86609,63.1624,3.77,10040,22107,0
1992-07-01,442750.0,190.6,5060.1,-0.5833036712293864,-3.8,76.6,16820,3.25,616.201,4570,22075,2637,132.7,76.267,18.4,86717,63.7348,3.28,9850,22067,0
1992-08-01,407200.0,191.5,5051.7,-0.3917562304803769,-4.0,76.1,16782,3.3,616.201,4581,22044,2635,132.3,76.234,21.6,86872,63.3802,3.21,9787,22051,0
1992-09-01,417000.0,192.4,5041.5,-0.4143280439588172,2.0,75.6,16760,3.22,616.201,4584,22019,2638,132.2,76.243,6.7,86933,63.5834,2.96,9781,22046,0
1992-10-01,377800.0,193.5,5042.5,-0.5039348361115132,-3.1,73.3,16751,3.1,638.942,4600,22029,2645,132.5,76.38,13.0,87109,64.0178,3.04,9398,22064,0
1992-11-01,362250.0,194.5,5039.7,-0.5821761848751976,0.2,85.3,16758,3.09,638.942,4606,22041,2650,132.7,76.563,13.6,87242,64.2628,3.34,9565,22069,0
1992-12-01,339000.0,195.3,5030.9,-0.6603018644285285,-1.3,91.0,16770,2.92,638.942,4630,22076,2654,132.8,76.679,7.8,87426,64.3599,3.36,9557,22086,0
1993-01-01,345600.0,196.4,5033.9,-1.1568088009774136,-2.0,89.3,16790,3.02,617.005,4664,22131,2655,132.8,76.78699999999999,0.1,87659,64.6135,3.14,9325,22147,0
1993-02-01,338250.0,197.4,5030.9,-1.1120608919190682,-3.3,86.6,16804,3.03,617.005,4714,22188,2656,134.0,76.84,17.0,87860,64.9262,3.07,9183,22196,0
1993-03-01,351000.0,198.1,5026.7,-0.8695271058369974,-4.6,85.9,16795,3.07,617.005,4676,22142,2651,134.0,76.87100000000001,21.7,87862,64.8627,3.05,9056,22181,0
1993-04-01,354750.0,199.1,5033.1,-0.4722866696845783,-11.4,85.6,16772,2.96,643.507,4690,22131,2658,134.0,76.939,16.0,88169,65.0423,2.97,9110,22209,0
1993-05-01,343600.0,200.5,5044.8,-0.4265867487893861,5.0,80.3,16766,3.0,643.507,4753,22190,2661,133.5,77.04,4.9,88381,64.8006,3.07,9149,22257,0
1993-06-01,342750.0,201.3,5046.3,-0.0800063268535834,4.5,81.5,16742,3.04,643.507,4760,22166,2666,133.0,77.24600000000001,14.7,88576,64.9476,3.2,9121,22307,0
1993-07-01,350800.0,202.2,5059.7,0.1422241927812064,-5.4,77.0,16740,3.06,659.21,4783,22184,2667,132.8,77.433,-3.4,88870,65.1142,3.16,8930,22364,0
1993-08-01,341000.0,202.8,5055.3,0.1028287634262261,-0.6,77.3,16740,3.03,659.21,4806,22202,2674,134.0,77.618,4.9,88998,65.0421,3.14,8763,22376,0
1993-09-01,339000.0,203.6,5070.0,0.0880034114385744,-4.3,77.9,16770,3.09,659.21,4823,22253,2674,133.7,77.79899999999999,3.5,89196,65.3749,3.06,8714,22429,0
1993-10-01,349800.0,204.5,5078.6,0.0084473135466295,-2.8,82.7,16778,2.99,675.296,4868,22305,2677,133.8,77.946,0.0,89429,65.863,3.12,8750,22482,0
1993-11-01,341000.0,205.1,5088.0,0.0033218332805022,0.6,81.2,16800,3.02,675.296,4887,22346,2683,134.4,78.152,3.0,89642,66.1696,3.26,8542,22512,0
1993-12-01,323000.0,205.8,5102.6,-0.0657292436260314,-0.7,88.2,16815,2.96,675.296,4925,22413,2691,134.1,78.33,8.1,89911,66.5531,3.23,8477,22574,0
1994-01-01,359200.0,206.4,5116.3,-0.4887419855506904,7.7,94.3,16855,3.05,673.667,4940,22465,2700,133.3,78.594,10.9,90136,66.7591,3.15,8630,22613,0
1994-02-01,348500.0,207.2,5127.3,-0.7693858384662636,2.0,93.2,16862,3.25,673.667,4923,22451,2708,133.2,78.73,-4.9,90331,66.8019,3.43,8583,22710,0
1994-03-01,335750.0,207.9,5143.6,-0.9394416338386732,13.2,91.5,16897,3.34,673.667,4990,22550,2713,133.8,78.859,24.4,90695,67.4704,3.78,8470,22815,0
1994-04-01,344000.0,209.0,5160.9,-1.118503679762386,11.2,92.6,16933,3.56,697.839,5047,22641,2722,133.5,78.99,11.2,90948,67.8707,4.09,8331,22833,0
1994-05-01,359000.0,209.7,5177.9,-1.2798430375120164,8.9,92.8,16961,4.01,697.839,5084,22703,2726,134.0,79.226,-9.0,91219,68.187,4.6,7915,22948,0
1994-06-01,340000.0,210.5,5195.1,-1.3091108738639616,8.5,91.2,17009,4.25,697.839,5097,22764,2731,134.8,79.426,3.5,91475,68.645,4.55,7927,23027,0
1994-07-01,342200.0,211.3,5209.1,-1.4039650149168517,14.5,89.0,17025,4.26,695.382,5125,22807,2735,134.2,79.598,3.4,91801,68.7317,4.75,7946,23114,0
1994-08-01,336250.0,212.2,5236.7,-1.4339568342594,11.0,91.7,17081,4.47,695.382,5139,22876,2751,133.2,79.78399999999999,-7.9,92027,69.1882,4.88,7933,23201,0
1994-09-01,330250.0,213.1,5256.3,-1.2886139237227594,6.0,91.5,17114,4.73,695.382,5175,22947,2752,133.6,79.923,-3.7,92300,69.3935,5.04,7734,23293,0
1994-10-01,333400.0,214.1,5274.3,-1.22551843885284,12.7,92.7,17144,4.76,705.402,5177,22974,2765,133.0,80.068,-14.5,92483,69.9576,5.39,7632,23361,0
1994-11-01,328000.0,215.0,5290.7,-1.3268710215677908,12.6,91.6,17186,5.29,705.402,5210,23049,2776,132.5,80.153,-9.4,92819,70.4288,5.72,7375,23465,0
1994-12-01,323200.0,215.9,5310.0,-1.324649158450577,9.9,95.1,17218,5.45,705.402,5226,23096,2789,132.1,80.3,-1.5,93077,71.1273,6.21,7230,23549,0
1995-01-01,333500.0,216.6,5333.3,-1.289396344991416,19.3,97.6,17262,5.53,724.613,5234,23147,2785,132.2,80.429,-2.8,93358,71.2635,6.21,7375,23616,0
1995-02-01,337750.0,217.4,5357.4,-1.0548556159095248,18.7,95.1,17266,5.92,724.613,5192,23105,2814,131.9,80.531,-19.5,93589,71.1758,6.03,7187,23672,0
1995-03-01,340250.0,218.1,5370.8,-0.6850772108788151,12.3,90.3,17263,5.98,724.613,5242,23151,2823,132.2,80.601,-10.6,93757,71.2796,5.89,7153,23667,0
1995-04-01,350200.0,218.6,5378.4,-0.438694069036315,8.0,92.5,17278,6.05,746.808,5252,23174,2833,131.9,80.664,65.4,93891,71.1538,5.77,7645,23726,0
1995-05-01,370250.0,219.2,5381.0,-0.0770700898238431,15.3,89.8,17258,6.01,746.808,5220,23119,2834,131.6,80.707,-7.4,93928,71.4997,5.67,7430,23725,0
1995-06-01,366250.0,219.9,5400.5,0.1772778742348175,7.5,92.7,17247,6.0,746.808,5250,23137,2837,131.3,80.789,-4.8,94154,71.7327,5.42,7427,23777,0
1995-07-01,371400.0,220.6,5404.8,0.2538490216676256,13.2,94.4,17218,5.85,752.216,5262,23119,2849,131.4,80.94,-3.2,94263,71.4334,5.37,7527,23780,0
1995-08-01,356250.0,221.6,5407.6,0.1470092687304515,6.9,96.2,17240,5.74,752.216,5286,23164,2851,132.5,81.113,9.9,94482,72.3723,5.41,7484,23829,0
1995-09-01,362000.0,222.4,5413.4,0.0732861213141031,5.3,88.9,17247,5.8,752.216,5324,23208,2864,132.3,81.309,3.4,94665,72.6543,5.3,7478,23851,0
1995-10-01,371500.0,223.0,5415.7,0.0293646231681186,1.2,90.2,17216,5.76,769.99,5353,23206,2873,132.4,81.485,-0.6,94820,72.5336,5.32,7328,23885,0
1995-11-01,377000.0,223.7,5422.1,0.2089732876325337,10.9,88.2,17208,5.8,769.99,5358,23200,2880,132.0,81.622,-7.3,94965,72.717,5.27,7426,23917,0
1995-12-01,365000.0,224.3,5427.8,0.1494138827233345,3.7,91.0,17231,5.6,769.99,5344,23210,2884,132.2,81.73899999999999,-4.1,95115,72.9638,5.13,7423,23933,0
1996-01-01,374000.0,225.2,5429.3,0.1075419862696885,11.5,89.3,17208,5.56,801.731,5355,23196,2888,132.7,81.83800000000001,-5.4,95121,72.5712,4.92,7491,23935,0
1996-02-01,377250.0,225.7,5432.2,0.3558478824247423,3.9,88.5,17230,5.22,801.731,5415,23281,2892,132.2,81.95700000000001,13.4,95456,73.6207,4.77,7313,23972,0
1996-03-01,386400.0,226.2,5439.4,0.2813282358417144,5.3,93.7,17193,5.31,801.731,5446,23276,2903,132.6,82.198,-7.9,95716,73.5141,4.96,7318,24014,0
1996-04-01,359250.0,226.8,5447.2,0.0782300829241287,8.3,92.7,17204,5.22,839.564,5474,23316,2910,131.8,82.42399999999999,1.9,95842,74.2491,5.06,7415,24027,0
1996-05-01,344500.0,227.4,5460.1,0.0376929391803538,7.2,89.4,17222,5.24,839.564,5498,23358,2920,131.8,82.613,7.0,96138,74.8142,5.12,7423,24127,0
1996-06-01,342200.0,228.0,5475.3,-0.0794129513815567,7.6,92.4,17226,5.27,839.564,5534,23399,2932,131.6,82.756,-3.4,96371,75.3726,5.25,7095,24182,0
1996-07-01,337000.0,228.6,5480.1,-0.1718645929941559,5.8,94.7,17222,5.4,843.542,5557,23417,2945,131.3,82.932,1.9,96602,75.3738,5.3,7337,24228,0
1996-08-01,331800.0,229.1,5496.1,-0.1628404997569855,4.7,95.3,17256,5.22,843.542,5586,23479,2957,130.6,83.09,-3.4,96719,75.7557,5.13,6882,24255,0
1996-09-01,342750.0,229.7,5509.1,-0.3317756613260577,17.4,94.7,17251,5.3,843.542,5610,23496,2969,131.3,83.26,0.9,96904,76.2302,5.24,6979,24280,0
1996-10-01,339000.0,230.3,5528.3,-0.2983667726565398,11.4,96.5,17268,5.24,863.498,5643,23546,2977,131.3,83.38,4.1,97119,76.2157,5.11,7031,24354,0
1996-11-01,336400.0,231.0,5538.0,-0.2670206171090995,9.3,99.2,17277,5.31,863.498,5668,23584,2990,131.6,83.555,5.0,97363,76.8973,5.07,7236,24387,0
1996-12-01,353500.0,231.2,5541.6,-0.3165404680919388,9.8,96.9,17284,5.29,863.498,5675,23599,2997,131.9,83.72399999999999,-6.9,97544,77.3772,5.04,7253,24425,0
1997-01-01,339000.0,231.8,5544.7,-0.1524611011509794,6.3,97.4,17297,5.25,902.112,5675,23618,3009,132.3,83.958,4.4,97739,77.5135,5.1,7158,24432,0
1997-02-01,320750.0,232.2,5562.0,-0.0110365756581817,10.6,99.7,17315,5.19,902.112,5722,23684,3025,133.0,84.18299999999999,4.5,97990,78.4255,5.06,7102,24458,0
1997-03-01,319400.0,233.0,5576.7,0.1667117318743628,10.0,100.0,17340,5.39,902.112,5751,23739,3044,132.4,84.454,14.2,98252,78.9197,5.26,7000,24514,0
1997-04-01,327000.0,233.5,5590.6,0.3282214283424576,12.5,101.4,17351,5.51,916.234,5764,23767,3056,133.0,84.625,21.8,98521,78.9848,5.37,6873,24552,0
1997-05-01,323800.0,234.1,5601.6,0.5143624704594836,8.2,103.2,17364,5.5,916.234,5793,23811,3071,133.3,84.86399999999999,-3.5,98749,79.4296,5.3,6655,24582,0
1997-06-01,325500.0,234.4,5613.7,0.4946351358417389,7.6,104.5,17387,5.56,916.234,5793,23834,3087,133.1,85.084,11.1,98982,79.7971,5.13,6799,24618,0
1997-07-01,320250.0,234.7,5632.6,0.658460365780921,6.3,107.1,17388,5.52,941.108,5817,23861,3093,133.3,85.335,8.3,99253,80.4666,5.12,6655,24653,0
1997-08-01,330200.0,235.1,5643.5,0.5999695749616326,10.0,104.4,17453,5.54,941.108,5846,23953,3103,132.7,85.57700000000001,0.2,99133,81.2825,5.19,6608,24543,0
1997-09-01,315250.0,235.5,5650.8,0.4993077189377395,11.1,106.0,17465,5.54,941.108,5874,23996,3108,132.9,85.855,20.4,99579,82.0327,5.09,6656,24737,0
1997-10-01,310000.0,236.1,5671.3,0.5394331222431171,6.0,105.6,17514,5.5,967.83,5883,24055,3123,132.7,86.15100000000001,16.1,99869,82.7656,5.09,6454,24806,0
1997-11-01,314600.0,236.9,5679.2,0.5051953753359051,8.9,107.2,17556,5.52,967.83,5899,24111,3132,132.7,86.637,31.9,100115,83.427,5.17,6308,24862,0
1997-12-01,313250.0,237.8,5688.6,0.7523236914676127,7.8,102.1,17587,5.5,967.83,5938,24184,3146,133.0,87.09700000000001,6.8,100365,83.784,5.24,6476,24903,0
1998-01-01,321200.0,238.1,5710.6,1.0159411115825718,14.6,106.6,17619,5.56,996.132,5983,24261,3155,133.1,87.62,26.3,100545,84.1564,5.03,6368,24927,0
1998-02-01,319000.0,238.8,5719.5,1.1938293329955956,10.2,110.4,17627,5.51,996.132,5997,24282,3169,133.0,88.008,12.6,100735,84.3066,5.07,6306,24945,0
1998-03-01,315000.0,239.4,5730.8,1.2883772982029635,6.2,106.5,17637,5.49,996.132,5969,24263,3177,132.7,88.447,21.6,100902,84.342,5.04,6422,24962,0
1998-04-01,311000.0,240.3,5739.2,1.389713641480533,-1.5,108.7,17637,5.45,1022.352,6049,24340,3193,132.3,88.883,-15.3,101106,84.6339,5.06,5941,24995,0
1998-05-01,311200.0,241.2,5750.3,1.3684799534704917,18.1,106.5,17624,5.49,1022.352,6087,24362,3203,132.7,89.368,15.0,101484,85.1867,5.14,6047,25073,0
1998-06-01,338000.0,241.8,5754.3,1.3722948501597836,21.4,105.6,17607,5.56,1022.352,6130,24385,3209,133.3,89.848,-9.8,101691,84.6809,5.12,6212,25104,0
1998-07-01,333000.0,242.5,5753.2,1.2104366450612118,8.0,105.2,17423,5.54,1043.209,6172,24238,3227,133.5,90.313,5.5,101973,84.3445,5.03,6259,25144,0
1998-08-01,312600.0,243.3,5758.4,1.12262444968536,8.5,104.4,17563,5.55,1043.209,6215,24420,3230,135.1,90.789,21.8,102126,86.0816,4.95,6179,25183,0
1998-09-01,304000.0,244.1,5766.1,1.092315902638494,10.7,100.9,17557,5.51,1043.209,6225,24419,3241,133.1,91.262,-0.2,102325,86.0023,4.63,6300,25224,0
1998-10-01,310600.0,244.8,5766.1,1.124411087596644,25.4,97.4,17512,5.07,1067.989,6262,24406,3258,132.7,91.72,20.1,102542,86.591,4.05,6280,25240,0
1998-11-01,316000.0,245.3,5774.8,1.0002830766947723,14.5,102.7,17466,4.83,1067.989,6301,24395,3271,132.7,92.203,25.7,102828,86.5115,4.42,6100,25291,0
1998-12-01,316000.0,245.9,5790.4,0.8019042346374887,-3.3,100.5,17449,4.68,1067.989,6378,24454,3288,132.0,92.715,0.9,103141,86.8615,4.4,6032,25361,0
1999-01-01,326200.0,246.5,5787.4,0.5482576939908144,-0.8,103.9,17427,4.63,1077.946,6357,24401,3303,131.5,93.211,-2.1,103298,87.2205,4.33,5976,25380,0
1999-02-01,301500.0,247.3,5810.6,0.3466410007936392,-4.0,108.1,17395,4.76,1077.946,6429,24434,3330,130.8,93.675,-6.8,103684,87.726,4.44,6111,25484,0
1999-03-01,302750.0,247.9,5815.7,0.2512977789425066,8.9,105.7,17368,4.81,1077.946,6402,24378,3336,130.4,94.222,8.7,103856,87.9125,4.47,5783,25520,0
1999-04-01,308500.0,248.7,5823.1,0.0333045645995233,1.4,104.6,17343,4.74,1095.158,6480,24425,3357,131.7,94.79,0.8,104171,88.1082,4.37,6004,25580,0
1999-05-01,301600.0,249.3,5829.5,0.1174633248120836,-5.3,106.8,17333,4.74,1095.158,6516,24445,3391,131.7,95.349,0.7,104368,88.6483,4.56,5796,25630,0
1999-06-01,294000.0,250.0,5837.5,0.1802630680890764,9.9,107.3,17294,4.76,1095.158,6547,24433,3405,131.7,95.98,10.9,104651,88.5903,4.82,5951,25680,0
1999-07-01,298000.0,250.9,5851.0,0.068577754216878,11.6,106.0,17308,4.99,1120.596,6571,24473,3427,131.5,96.595,4.3,104948,89.1098,4.58,6025,25745,0
